user,sentiment,topic,comment_text
@uchennaobidigbo1364,0.5719,0,This is wonderful ️  ️
@UdehOchuko,0.4215,0,Am a Christian from Nigeria..God bless America n the new elected president..
@ElenaPeters1,0.9806,0,MY PRESIDENT!!! MR. TRUMP!!! SOOOO PROUD OF YOU!!! BEST OF LUCK!!! GOD BLESS YOU!!! GOD BLESS AMERICA!!! ️️️
@hannahujah7104,0.8332,0,So so excited  to God be the glory Forevermore
@amandaquiroz5237,0.943,0,Glad to watched the most beautiful inauguration of mine life ️ I'm excited to see mine President Trump and his family ive enjoyed everyone and every moment thank you very much!!
@emorutnicholas1893,0.9828,0,"Congratulation Mr. President we love you from Kenya, may The Most High reward you more Wisdom to rule the World. 
""I was saved by GOD to make America great again!"" What a powerful word"
@maggiecebulski9514,0.8856,0,Proud moment for America! 🇺🇸️God Bless Our Beautiful Country and President Donald Trump!
@ranaepagett2893,0.2401,0,I will never forget this day!
@dn91ooo,0.6908,0,God blesses you all Americans ️🇺🇸🇺🇸
@duyen.n,0.5994,0,Congratulations to President Trump  from Germany 🇩🇪
@followtheflow1083,0.7869,0,I am crying but with the most happiest tear when the greatest president Trump took oath. My depression is finally over behind me now
@angelajameson7902,0.887,0,Im Balling (Crying) Like A Twit. So Beautiful!! Thank You God For Mr. Trump And Mr. Vance!!
@tyronebrown5766,0.2023,2,America's literally on fire  I'm in California. Let's see Trump save y'all
@kochumonthomas700,0.4215,0,"I' m orthodox christian from india , kerala.God bless the new president in Jesus name🇮🇳🇺🇸"
@BB-ev4nk,0.8442,0,This is the only one I watched outside President Reagan. Love every second of it. God Bless Our President and Our Country 🇺🇸🇺🇸
@svetamatayeva343,0.5994,0,May God Bless America  first time I see inaguration
@pulakulang7626,0.9077,0,WATCHING FROM SINGAPORE! CONGRATULATIONS AMERICAN PEOPLE AND CONGRATULATIONS PRESIDENT DONALD TRUMP! YOU ARE THE MAN WHO MADE AMERICA'S RESPECTFULLY OF AROUND THE WORLD!
@simonrihan902,0.5994,0,You are the man that america needs.may god bless you in jesue name.amen
@tiaramassie9281,0.8316,0,Watching from Indonesia.  God bless  America and  God bless us all.
@REBECCAPGARZAMEV,0.6468,1,I’m so happy for Melania too!
@mhkim4127,0.9551,0,"First lady Melania is so cool that her son Barron Trump has grown up beautifully. President Trump's inauguration is wonderful thanks to Barron Trump. As expected, America is the best country in the world."
@penelopepurr,0.8689,0,"A great day for the USA.  Greetings from Canada.
May Trump do what he needs, to better our crumbling world."
@lorrainelorrained8988,0.8997,0,"Happy, happy, day for most Americans! I am smiling from ear to ear! ️"
@isabelitavalena6829,0.5994,0,God BLess America from Philippines
@euniceguanzon,0.8316,0,"Watching from the Philippines God bless America
God bless President elect Donald Trump"
@rovenclark5658,0.8442,0,"Congratulations President Trump. Watching from Australia 🇦🇺 & love
  ️"
@KimberlyIsherwood,0.6948,0,I am. So happy to be here to see this day fr president Trump
@hwrdpqz8617,-0.802,2,"When the righteous are in authority, the people rejoice: but when the wicked beareth rule, the people mourn. 
Proverbs 29:2"
@ezuzupaul,0.0,1,I have watched this video more than three times
@patriciabray5726,0.4939,0,The Peaceful transfer of power exquistely shown to the world.
@Glamorllc,0.224,0,Greatest president ever way to go president Trump. No nation like us.
@Desertrose7463,0.9686,1,"Great is thy faithfulness 
Morning by morning new mercies, I see
All I have needed thy hand hath provided
Great is thy faithfulness Lord unto me.
God bless 🇺🇸"
@sylviamusa9539,0.9626,0,Indeed God is back to America! First time I am watching any presidential inauguration to its  conclusion what a beautiful presentation weldone Americans  take back your glory!!! Congratulations President Trump May the Lord be with you now and always will keep you in our prayers Xoxoxo much love from Nigeria 🇳🇬
@lynnwalker9935,0.765,0,"Congratulations Mr trump and family,  and support network of ppl 
Watching from the uk .."
@shellbacksclub,0.6239,0,The External Revenue Service is brilliant!
@VivianTambi,0.4215,0,watching from Cameroon.God bless America
@DanielGunterres,0.8442,0,Love you Sir. May God Jesus bless you and the father of the whole world America ️🇹🇱
@tamfuflorencemurih,0.8316,0,"God bless America, God bless President Donald Trump from Cameroon"
,0.0,0,and many more for President Trump!
@aristotleford9242,0.7906,1,Great is Thy Faithfulness
@everlastingbulatao4999,0.9978,0,"CONGRATULATIONS  OUR EVERBELOVED SUCCESSFUL COMPETENT HANDSOME and GREAT LEADER   of the UNIVERSE @ BLESSED US President Donald Trump Keep it up Make a DIFFERENCE Make it HAPPEN  Maraming Maraming Maraming SALAMAT Keep SAFE HEALTHY and HANDSOME MAMA MARY LOVES BLESSED US GOD BLESS US GOD BE with US 
TO GOD BE THE GLORY 


GREATER BLESSINGS and GRACES yet to come 


OUR LOVE  and PRAYERS"
@YuriBoris-s8u,0.0,0,That's my President.
@thosar61,0.886,2,"Something's in the air tonight and I've been waiting for this moment my whole adult life. I'm as confident in this man's ability to resurrect this country's economy, defense system,  national respect and voter unity as I am in Joe Biden's ability to speak unintelligibly."
@JoseZapata-w2i,0.0,0,Kamala is counting the seconds to get out of there to have a drink
@HenrietteDrennan-xg6vj,0.8555,0,I have tears of joy to see Mr President Donald J Trump in office may God protect and bless you always President J Trump and Melania including the vice president J D Vance
@gloriasanchez2756,0.4278,0,"GOD, U.S.A.,TRUMP & VANCE, AND ALL AMERICANS"
@diloramdiliko7183,0.6449,0,Trump makes me proud being American!!!!
@angelajameson7902,0.9654,0,"YAY!!! CONGRATULATIONS TO ALL IN THE TRUMP FAMILY, INCLUDING HIS OFFICE. May God Bless, And Be By Your Side. To You ALL. Ohhh My Goodness, Lots Of Work.... Bless You For Wanting The Job. ️️"
@HenrietteDrennan-xg6vj,0.0,0,A sacred moment in time for vice president J D Vance
@chunyonmoraida5529,0.5574,0,"Thank God, we got Trump ️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸️️🇺🇸🇺🇸🇺🇸️️🇺🇸"
@user-ed9rj5mw7j,0.9254,0,This is the first inauguration ceremony I have ever watched. It was a very beautiful ceremony.mayour wonderful God bless and keep you safe protected from evil  President Donald Trump and Vice President JD Vance and your families.
@shannonurhausen,0.8436,2,"From the mountains’ tops, let freedom ring for ALL! AMEN!"
@lindawhittaker8591,0.8779,0,Congratulations America you voted well president trump will put the great back into America
@Фиалка-н4я,0.918,0,"Thank you Father God, Jesus Christ and Holy Spirit for our president Donald Trump!! God bless and protect him!!"
@mariagiron4622,0.636,0,What a beautiful voice this gentleman has!
@hangvu5238,0.3612,0,"Mr. President 
Donald J Trump 
Thank you"
@Music_World0883,0.4215,0,I am a Christian from India... America 🇺🇸  Live Long America....Lord Bless all People... in the world ️
@LucasWilliam-t4g,-0.8738,2,"Our government has no idea how we Americans are suffering, we individuals are fed up with this treasonous administration. I feel sympathy for our country's low income families. A lot of people are financially struggling to survive, yet many are sleepwalking! I appreciate Jason Lunvo Rodriguez! Imagine investing $2,000 and receiving $10,450 in 4days."
@marilynmcmahon5932,0.2732,0,May God keep protecting president Trump and his family.
@purnimamagar216,0.6369,0,yes sir Amen praying for America and Mr trump 🇺🇸🇺🇸🇺🇸🇺🇸
@merylallego5750,0.6486,0,Congrats Americans people  for having President Leader TrumpGod fearing man...to God be the glory
@annaraymond8318,0.8316,0,God bless Donald John Trump and God bless America. Watching from PNG.
@jackchukwuemeka5286,0.9216,0,"What a remarkable inauguration speech given by President Donald J. Trump. What I enjoyed most about it was that it was highly original and unconventional. All in all, the pomp and ceremony was wonderful ."
@VM-pu8ng,0.9258,0,"What a powerful prayer from that black man. As long as America gives up the things that displease God, it will be a great nation, the greatest. If they don't follow God, they will fall. God raise America up. ️️️"
@lizgichora6472,0.8439,0,Congratulations President Donald J Trump! May God Bless America.
@LettyAbegonzago-ye6yh,0.5994,0,God bless you President Donald Trump ️🇵🇭
@kjacks3668,0.6696,0,Best inauguration speech I’ve heard in my lifetime!
@raymondbaidoo4707,0.8553,0,Very glorious inauguration. May our Almighty God Bless America. Amen
@graftme3168,0.807,1,"Great is thy faithfulness, Lord, unto thee!"
@saraylewis-lc4xt,0.4588,0,Thank you president Donald Trump  I am a legal inauguration  American
@SueDawson-pl1cx,0.5411,2,Vance’s kids are adorable!
@Victoremekume,0.902,0,Very happy to see this I love you  Mr president Trump's for standing by the truth and stoping sin. From Evangelist Victor Chineye Emekume... from Nigeria Lagos love  you once again Mr president Trump.
@Josephine-oj7tg,0.8591,0,"Congratulations 47th  of the United of America President Donald J. Trump
Greetings from Philippines 🇵🇭"
@Kristimomofthree,0.3818,0,Mrs Vance and Mrs Trump ️ ️  they are stunning women
@bryangipson4002,0.7482,0,I love my president!!!!!!
@RoseRegidor-i3e,0.875,0,HELLO  FRIEND PRESIDENT DONALD TRUMPS AND IM WATCHING IN YOUR INAUGURATION AND CONGRATULATION AND  THANKS
@juanbautistaperezurbaez9538,-0.7003,0,La democracia mas grande del mundo la tiene el país mas poderoso del mundo. No hay poder sin democracia. Un abrazo desde República Dominicana 🇩🇴
@silviafigueroa1312,0.9274,0,I love you presidente Trump. Our nation will get back in shape. God bless our new president -let us all help our country. Let us be nice to each other.
@Emotional-maker,0.5994,0,Watching from south korea 🇰🇷 🇺🇸  god bless america
@RowenaRivera-p2h,0.9442,0,"God bless America. Wishing you a good governance.  Congratulations, Honorable President Donald trump."
@lally816,0.5994,0,God bless America from Australia
@kmcaguioa8552,0.7777,0,"""Great is thy faithfullness"" piano piece played is very approriate. Amen!"
@Christhypeman,0.7906,1,Great is thy faithfulness LORD
@HenrietteDrennan-xg6vj,0.5994,0,God bless you  President Trump and vice president J D Vance
@umdannyqandah7801,0.7506,0,"Numbers 6:24-26
New King James Version
24 “The Lord bless you and keep you;
25 The Lord make His face shine upon you,
And be gracious to you;
26 The Lord [a]lift up His countenance upon you,
And give you peace.” ’"
@movieman2693-r9z,0.5837,0,America's Golden Age has just begun! Fasten your seat belts America and enjoy the ride!
@joezec72,0.6486,0,It was great when he mentioned  all the past presidents before talking about the mess he has to clean up -about the recent past presidents I meant
@NelsonMays-c1h,0.0,1,This is a really informative video.
@vicchris3943,0.0,0,"As Asian American, this is the president I voted, and this is the president I believe"
@nwachukwulilian,0.8388,0,"My First time watching this. Awesome! Long live Donald Trump 
Long live United states of America."
@rebekazolian3423,0.5859,0,My amazing Barron. Future President  of USA
@funkegiwa,0.7717,0,Greetings from Nigeria 🇳🇬. God bless
@bonitacorbett3278,0.3382,2,God is in control!
@silveriacacaldavid3182,0.5093,0,Welcome back Mr President Trump!
@ophirtarshish6379,0.5994,0,Congratulations people of USA from Nueva Ecija
@RJ-0301,0.9127,2,"I find it weird that they were spot on for music for the SSB, the military chior, etc... but couldn't get the music to work for Carrie.

That being said, she nailed it and it was a great moment hosted by a beautiful voice."
